,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
3524,The hotel is old and requires renovation Everything is run down from the lobby to hotel hallways and the rooms The worst is the hot scalding water in the shower I heard other guests complain about it They really need to fix that It’s a lawsuit waiting to happen Location is great so I can see why they get good occupancy rate and why there’s no incentive for them to renovate or fix anything,2018-12-08,,The hotel is old and requires renovation Everything is run down from the lobby to hotel hallways and the rooms The worst is the hot scalding water in the shower I heard other guests complain about it They really need to fix that It’s a lawsuit waiting to happen Location is great so I can see why they get good occupancy rate and why there’s no incentive for them to renovate or fix anything,None,None,1,1,0,0,1,1,0,NEGATIVE
3525,Very Good Service and excellent location But a lot of work is needed to make the rooms more modern and comfortable Even the lobby seems to be quite outdated,2018-12-08,,Very Good Service and excellent location But a lot of work is needed to make the rooms more modern and comfortable Even the lobby seems to be quite outdated,None,None,1,1,0,0,0,1,0,POSITIVE
3526,Love that it’s around the corner from Disney Springs And that they have characters for breakfast,2018-12-08,San Antonio Tx,Love that it’s around the corner from Disney Springs And that they have characters for breakfast,"San Antonio, Bexar County, Texas, United States",United States,0,0,0,0,0,1,0,POSITIVE
3527,Close to Disney Springs Nice staff Pretty Christmas decorations Comfortable bed,2018-12-08,Orlando,Close to Disney Springs Nice staff Pretty Christmas decorations Comfortable bed,"Orlando, Orange County, Florida, United States",United States,1,1,0,0,0,0,1,POSITIVE
3528,close to the fwys yet very quiet atmosphere and very spacious parking lot,2018-12-08,,close to the fwys yet very quiet atmosphere and very spacious parking lot,None,None,0,0,1,0,0,0,0,POSITIVE
3529,Sehr gute Lage schönes und sauberes Stadthotel in guter Gegend 5 Minuten zu Macy‘s 1015 Gehminuten zum Times Square,2018-12-08,,Very good location nice and clean city hotel in good area 5 minutes to Macy‘s 1015 minute walk to Times Square,None,None,1,1,0,0,0,0,0,POSITIVE
3530,A lovely newly renovated hotel around 10 min walk to Disney gates Lots of great food options nearby,2018-12-08,Brisbane,A lovely newly renovated hotel around 10 min walk to Disney gates Lots of great food options nearby,"Brisbane City, Queensland, Australia",Australia,0,1,0,0,0,1,0,POSITIVE
3531,Third time at the Wyndham great hotel for what we wanted for our stay but the resort charges and credit card holds are quite frankly off putting Resort tax of $24 per day is quite frankly daylight robbery and merely covers the items that any hotel should cover anyway we never had daily bottled water which in the tax As for the credit card holds the minute you check in they hold the amount of your stay straight away plus they want another $40 a day securityapparently we should feel honoured that they only held one payment of $40 for our 7 day stay I can only assume that the Wyndham Orlando has had a number of guests who have not settled bills historically but treating every guest as a non paying risk is quite frankly insulting My son still had a $400 hold on card three days after check out he had to contact the reception at Wyndham Orlando from the UK by phone in order to resolve the matter we had checked out with nothing to bill and no outstanding charges Following this experience it will Air bnb for our next Florida trip ,2018-12-08,,Third time at the Wyndham great hotel for what we wanted for our stay but the resort charges and credit card holds are quite frankly off putting Resort tax of $24 per day is quite frankly daylight robbery and merely covers the items that any hotel should cover anyway we never had daily bottled water which in the tax As for the credit card holds the minute you check in they hold the amount of your stay straight away plus they want another $40 a day securityapparently we should feel honoured that they only held one payment of $40 for our 7 day stay I can only assume that the Wyndham Orlando has had a number of guests who have not settled bills historically but treating every guest as a non paying risk is quite frankly insulting My son still had a $400 hold on card three days after check out he had to contact the reception at Wyndham Orlando from the UK by phone in order to resolve the matter we had checked out with nothing to bill and no outstanding charges Following this experience it will Air bnb for our next Florida trip ,None,None,1,1,1,1,0,0,0,NEGATIVE
3532,This property is really nice and clean The staff is helpful,2018-12-07,,This property is really nice and clean The staff is helpful,None,None,1,1,0,0,0,0,1,POSITIVE
3533,Great Location it is close to everything Great kind staff,2018-12-07,,Great Location it is close to everything Great kind staff,None,None,0,1,0,0,0,0,1,POSITIVE
3534,It has 3 excellent restaurants covering all ikinds of requirements,2018-12-07,,It has 3 excellent restaurants covering all ikinds of requirements,None,None,0,0,0,0,0,1,0,POSITIVE
3535,Reception desk staff were cold and unfriendly This is unfortunate as all the other staff at this hotel were very helpful and friendlyAny problem or issue raised at Reception was received with distain and passing the buck until you insisted on seeing their Manager to resolve the issueAlso it came as a shock that we were charged a compulsory $40 a day for ‘usage’ of facilities such Gym telephone WiFi etc which had NOT been explained when we booked this Hotel Explanation please Hotelscom as we feel we have been misled in this respect ,2018-12-07,,Reception desk staff were cold and unfriendly This is unfortunate as all the other staff at this hotel were very helpful and friendlyAny problem or issue raised at Reception was received with distain and passing the buck until you insisted on seeing their Manager to resolve the issueAlso it came as a shock that we were charged a compulsory $40 a day for ‘usage’ of facilities such Gym telephone WiFi etc which had NOT been explained when we booked this Hotel Explanation please Hotelscom as we feel we have been misled in this respect ,None,None,0,1,1,1,0,0,1,NEGATIVE
3536,Nadeel bij verblijf dient per dag $2900 betaald te worden voor service Bij voorgaande keren werd dit niet in rekening gebracht Zou volgens mij in het hoteltarief moeten zitten,2018-12-07,,Disadvantage with stay must be paid $2900 per day for service This was not charged in previous times Should be included in the hotel rate in my opinion,None,None,1,1,1,1,0,0,1,NEGATIVE
3537,Schönes und älteres Hotel sehr Central und bietet alles was man braucht,2018-12-07,,Nice and older hotel very central and offers everything you need,None,None,0,1,0,0,0,0,0,POSITIVE
3538,The room smelled awful and it was dirty You could hear everything from the room next to me including their loud music until 4am ,2018-12-07,,The room smelled awful and it was dirty You could hear everything from the room next to me including their loud music until 4am ,None,None,1,0,0,0,0,1,0,NEGATIVE
3539,They checked me in manually so i had no free breakfast,2018-12-07,,They checked me in manually so i had no free breakfast,None,None,0,0,0,0,0,1,0,NEGATIVE
3540,Terrible check in too long in line unhappy with$50 each day to card,2018-12-07,,Terrible check in too long in line unhappy with$50 each day to card,None,None,0,0,1,0,0,0,0,POSITIVE
3541,Your hotel lacks paper padspens in the room to write with Also a mirror is needed in the room Rooms are dusty need better upkeep Your hotel is generating lot of non biodegradable waste in the form of plastic cups for breakfast I would urge the management to be more mindful of the environment and use biodegradable products and curtail plastic waste U also need a blow dryer in the room,2018-12-07,,Your hotel lacks paper padspens in the room to write with Also a mirror is needed in the room Rooms are dusty need better upkeep Your hotel is generating lot of non biodegradable waste in the form of plastic cups for breakfast I would urge the management to be more mindful of the environment and use biodegradable products and curtail plastic waste U also need a blow dryer in the room,None,None,1,1,0,0,0,1,0,NEGATIVE
